Ontology ID	Label	Obsolete	Annotation	Replaced	GitHub Issue
http://purl.obolibrary.org/obo/UPHENO_0005411		true	http://purl.obolibrary.org/obo/NBO_0000448-abnormallyDecreasedRateOfBiologicalProcess.tsv	http://purl.obolibrary.org/obo/UPHENO_0074383	
http://purl.obolibrary.org/obo/UPHENO_0005417		true	http://purl.obolibrary.org/obo/GO_0072621-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005417		
http://purl.obolibrary.org/obo/UPHENO_0005419		true	http://purl.obolibrary.org/obo/NBO_0000313-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005419		
http://purl.obolibrary.org/obo/UPHENO_0005419		true	http://purl.obolibrary.org/obo/NBO_0000313-abnormallyDecreasedRateOfBiologicalProcess.tsv	http://purl.obolibrary.org/obo/UPHENO_0074360	
http://purl.obolibrary.org/obo/UPHENO_0005445		true	http://purl.obolibrary.org/obo/GO_0044275-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005445		
http://purl.obolibrary.org/obo/UPHENO_0005449		true	http://purl.obolibrary.org/obo/GO_0072606-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005449		
http://purl.obolibrary.org/obo/UPHENO_0005451		true	http://purl.obolibrary.org/obo/GO_0072607-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005451		
http://purl.obolibrary.org/obo/UPHENO_0005452		true	http://purl.obolibrary.org/obo/GO_0072604-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005452		
http://purl.obolibrary.org/obo/UPHENO_0005453		true	http://purl.obolibrary.org/obo/GO_0072605-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005453		
http://purl.obolibrary.org/obo/UPHENO_0005454		true	http://purl.obolibrary.org/obo/GO_0072608-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005454		
http://purl.obolibrary.org/obo/UPHENO_0005457		true	http://purl.obolibrary.org/obo/GO_0072602-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005457		
http://purl.obolibrary.org/obo/UPHENO_0005459		true	http://purl.obolibrary.org/obo/GO_0072603-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005459		
http://purl.obolibrary.org/obo/UPHENO_0005460		true	http://purl.obolibrary.org/obo/GO_0072601-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005460		
http://purl.obolibrary.org/obo/UPHENO_0005461		true	http://purl.obolibrary.org/obo/GO_0050702-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005461		
http://purl.obolibrary.org/obo/UPHENO_0005462		true	http://purl.obolibrary.org/obo/GO_0050701-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005462		
http://purl.obolibrary.org/obo/UPHENO_0005466		true	http://purl.obolibrary.org/obo/GO_0044262-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005466		
http://purl.obolibrary.org/obo/UPHENO_0005468		true	http://purl.obolibrary.org/obo/GO_0044260-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005468		
http://purl.obolibrary.org/obo/UPHENO_0005469		true	http://purl.obolibrary.org/obo/NBO_0000338-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005469		
http://purl.obolibrary.org/obo/UPHENO_0005469		true	http://purl.obolibrary.org/obo/NBO_0000338-abnormallyDecreasedRateOfBiologicalProcess.tsv	http://purl.obolibrary.org/obo/UPHENO_0084424	
http://purl.obolibrary.org/obo/UPHENO_0005471		true	http://purl.obolibrary.org/obo/GO_0044264-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005471		
http://purl.obolibrary.org/obo/UPHENO_0005476		true	http://purl.obolibrary.org/obo/GO_0050703-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005476		
http://purl.obolibrary.org/obo/UPHENO_0005478		true	http://purl.obolibrary.org/obo/GO_0072615-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005478		
http://purl.obolibrary.org/obo/UPHENO_0005479		true	http://purl.obolibrary.org/obo/GO_0035546-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005479		
http://purl.obolibrary.org/obo/UPHENO_0005480		true	http://purl.obolibrary.org/obo/GO_0072616-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005480		
http://purl.obolibrary.org/obo/UPHENO_0005481		true	http://purl.obolibrary.org/obo/GO_0072619-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005481		
http://purl.obolibrary.org/obo/UPHENO_0005482		true	http://purl.obolibrary.org/obo/GO_0072610-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005482		
http://purl.obolibrary.org/obo/UPHENO_0005484		true	http://purl.obolibrary.org/obo/GO_0072613-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005484		
http://purl.obolibrary.org/obo/UPHENO_0005485		true	http://purl.obolibrary.org/obo/GO_0072614-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005485		
http://purl.obolibrary.org/obo/UPHENO_0005487		true	http://purl.obolibrary.org/obo/GO_0072611-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005487		
http://purl.obolibrary.org/obo/UPHENO_0005499		true	http://purl.obolibrary.org/obo/NBO_0000371-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005499		
http://purl.obolibrary.org/obo/UPHENO_0005499		true	http://purl.obolibrary.org/obo/NBO_0000371-abnormallyDecreasedRateOfBiologicalProcess.tsv	http://purl.obolibrary.org/obo/UPHENO_0074388	
http://purl.obolibrary.org/obo/UPHENO_0005500		true	http://purl.obolibrary.org/obo/NBO_0000013-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005500		
http://purl.obolibrary.org/obo/UPHENO_0005500		true	http://purl.obolibrary.org/obo/NBO_0000013-abnormallyDecreasedRateOfBiologicalProcess.tsv	http://purl.obolibrary.org/obo/UPHENO_0084426	
http://purl.obolibrary.org/obo/UPHENO_0005522		true	http://purl.obolibrary.org/obo/GO_0072642-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005522		
http://purl.obolibrary.org/obo/UPHENO_0005524		true	http://purl.obolibrary.org/obo/GO_0072643-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005524		
http://purl.obolibrary.org/obo/UPHENO_0005526		true	http://purl.obolibrary.org/obo/GO_0072641-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005526		
http://purl.obolibrary.org/obo/UPHENO_0005530		true	http://purl.obolibrary.org/obo/GO_0006073-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005530		
http://purl.obolibrary.org/obo/UPHENO_0005532		true	http://purl.obolibrary.org/obo/GO_0033561-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005532		
http://purl.obolibrary.org/obo/UPHENO_0005536		true	http://purl.obolibrary.org/obo/GO_0030104-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005536		
http://purl.obolibrary.org/obo/UPHENO_0005548		true	http://purl.obolibrary.org/obo/NBO_0000159-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005548		
http://purl.obolibrary.org/obo/UPHENO_0005548		true	http://purl.obolibrary.org/obo/NBO_0000159-abnormallyDecreasedRateOfBiologicalProcess.tsv	http://purl.obolibrary.org/obo/UPHENO_0074363	
http://purl.obolibrary.org/obo/UPHENO_0005550		true	http://purl.obolibrary.org/obo/GO_0071704-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005550		
http://purl.obolibrary.org/obo/UPHENO_0005553		true	http://purl.obolibrary.org/obo/GO_0071702-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005553		
http://purl.obolibrary.org/obo/UPHENO_0005555		true	http://purl.obolibrary.org/obo/GO_0006928-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005555		
http://purl.obolibrary.org/obo/UPHENO_0005556		true	http://purl.obolibrary.org/obo/GO_0070970-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005556		
http://purl.obolibrary.org/obo/UPHENO_0005558		true	http://purl.obolibrary.org/obo/GO_1901575-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005558		
http://purl.obolibrary.org/obo/UPHENO_0005561		true	http://purl.obolibrary.org/obo/GO_1901576-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005561		
http://purl.obolibrary.org/obo/UPHENO_0005567		true	http://purl.obolibrary.org/obo/GO_0050663-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005567		
http://purl.obolibrary.org/obo/UPHENO_0005587		true	http://purl.obolibrary.org/obo/GO_0044247-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005587		
http://purl.obolibrary.org/obo/UPHENO_0005598		true	http://purl.obolibrary.org/obo/GO_0007568-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005598		
http://purl.obolibrary.org/obo/UPHENO_0005620		true	http://purl.obolibrary.org/obo/GO_0055114-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005620		
http://purl.obolibrary.org/obo/UPHENO_0005626		true	http://purl.obolibrary.org/obo/GO_1901360-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005626		
http://purl.obolibrary.org/obo/UPHENO_0005631		true	http://purl.obolibrary.org/obo/GO_0034434-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005631		
http://purl.obolibrary.org/obo/UPHENO_0005632		true	http://purl.obolibrary.org/obo/GO_0034433-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005632		
http://purl.obolibrary.org/obo/UPHENO_0005633		true	http://purl.obolibrary.org/obo/GO_0034435-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005633		
http://purl.obolibrary.org/obo/UPHENO_0005637		true	http://purl.obolibrary.org/obo/GO_0110148-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005637		
http://purl.obolibrary.org/obo/UPHENO_0005681		true	http://purl.obolibrary.org/obo/GO_0035637-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005681		
http://purl.obolibrary.org/obo/UPHENO_0005707		true	http://purl.obolibrary.org/obo/GO_0072511-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005707		
http://purl.obolibrary.org/obo/UPHENO_0005709		true	http://purl.obolibrary.org/obo/GO_0044271-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005709		
http://purl.obolibrary.org/obo/UPHENO_0005729		true	http://purl.obolibrary.org/obo/GO_0044265-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005729		
http://purl.obolibrary.org/obo/UPHENO_0005745		true	http://purl.obolibrary.org/obo/GO_0006733-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005745		
http://purl.obolibrary.org/obo/UPHENO_0005746		true	http://purl.obolibrary.org/obo/GO_0006732-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005746		
http://purl.obolibrary.org/obo/UPHENO_0005762		true	http://purl.obolibrary.org/obo/GO_0034622-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005762		
http://purl.obolibrary.org/obo/UPHENO_0005767		true	http://purl.obolibrary.org/obo/GO_0051188-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005767		
http://purl.obolibrary.org/obo/UPHENO_0005768		true	http://purl.obolibrary.org/obo/GO_0051186-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005768		
http://purl.obolibrary.org/obo/UPHENO_0005773		true	http://purl.obolibrary.org/obo/GO_0006725-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005773		
http://purl.obolibrary.org/obo/UPHENO_0005775		true	http://purl.obolibrary.org/obo/GO_0006165-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005775		
http://purl.obolibrary.org/obo/UPHENO_0005784		true	http://purl.obolibrary.org/obo/GO_0034754-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005784		
http://purl.obolibrary.org/obo/UPHENO_0005797		true	http://purl.obolibrary.org/obo/GO_0009108-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005797		
http://purl.obolibrary.org/obo/UPHENO_0005801		true	http://purl.obolibrary.org/obo/GO_0006757-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005801		
http://purl.obolibrary.org/obo/UPHENO_0005813		true	http://purl.obolibrary.org/obo/GO_0046939-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005813		
http://purl.obolibrary.org/obo/UPHENO_0005815		true	http://purl.obolibrary.org/obo/GO_0034641-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005815		
http://purl.obolibrary.org/obo/UPHENO_0005827		true	http://purl.obolibrary.org/obo/GO_0046483-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005827		
http://purl.obolibrary.org/obo/UPHENO_0005835		true	http://purl.obolibrary.org/obo/GO_0015696-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005835		
http://purl.obolibrary.org/obo/UPHENO_0005845		true	http://purl.obolibrary.org/obo/GO_0051271-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005845		
http://purl.obolibrary.org/obo/UPHENO_0005846		true	http://purl.obolibrary.org/obo/GO_0051270-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005846		
http://purl.obolibrary.org/obo/UPHENO_0005859		true	http://purl.obolibrary.org/obo/GO_1901362-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005859		
http://purl.obolibrary.org/obo/UPHENO_0005874		true	http://purl.obolibrary.org/obo/GO_0019438-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005874		
http://purl.obolibrary.org/obo/UPHENO_0005876		true	http://purl.obolibrary.org/obo/GO_0006807-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005876		
http://purl.obolibrary.org/obo/UPHENO_0005880		true	http://purl.obolibrary.org/obo/GO_0015077-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005880		
http://purl.obolibrary.org/obo/UPHENO_0005891		true	http://purl.obolibrary.org/obo/GO_0018130-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005891		
http://purl.obolibrary.org/obo/UPHENO_0005895		true	http://purl.obolibrary.org/obo/GO_0003674-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005895		
http://purl.obolibrary.org/obo/UPHENO_0005895		true	http://purl.obolibrary.org/obo/GO_0003674-abnormallyDecreasedRateOfBiologicalProcess.tsv	http://purl.obolibrary.org/obo/UPHENO_0066865	
http://purl.obolibrary.org/obo/UPHENO_0005910		true	http://purl.obolibrary.org/obo/GO_0070838-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005910		
http://purl.obolibrary.org/obo/UPHENO_0005919		true	http://purl.obolibrary.org/obo/GO_0005248-abnormallyDecreasedRateOfBiologicalProcess-http://purl.obolibrary.org/obo/UPHENO_0005919		
http://purl.obolibrary.org/obo/UPHENO_0005919		true	http://purl.obolibrary.org/obo/GO_0005248-abnormallyDecreasedRateOfBiologicalProcess.tsv	http://purl.obolibrary.org/obo/UPHENO_0066900	
http://purl.obolibrary.org/obo/UPHENO_0005980		true	http://purl.obolibrary.org/obo/UBERON_0000033-abnormalShapeOfPhysicalEntity-http://purl.obolibrary.org/obo/UPHENO_0005980		
http://purl.obolibrary.org/obo/UPHENO_0005980		true	http://purl.obolibrary.org/obo/UBERON_0000033-abnormalShapeOfPhysicalEntity.tsv	http://purl.obolibrary.org/obo/UPHENO_0041100	
http://purl.obolibrary.org/obo/UPHENO_0005983		true	http://purl.obolibrary.org/obo/UBERON_0001456-abnormalShapeOfPhysicalEntity-http://purl.obolibrary.org/obo/UPHENO_0005983		
http://purl.obolibrary.org/obo/UPHENO_0005983		true	http://purl.obolibrary.org/obo/UBERON_0001456-abnormalShapeOfPhysicalEntity.tsv	http://purl.obolibrary.org/obo/UPHENO_0041147	
http://purl.obolibrary.org/obo/UPHENO_0005984		true	http://purl.obolibrary.org/obo/UBERON_0001697-abnormalShapeOfPhysicalEntity-http://purl.obolibrary.org/obo/UPHENO_0005984		
http://purl.obolibrary.org/obo/UPHENO_0005984		true	http://purl.obolibrary.org/obo/UBERON_0001697-abnormalShapeOfPhysicalEntity.tsv	http://purl.obolibrary.org/obo/UPHENO_0041144	
http://purl.obolibrary.org/obo/UPHENO_0005987		true	http://purl.obolibrary.org/obo/CL_0000232-abnormalShapeOfPhysicalEntity-http://purl.obolibrary.org/obo/UPHENO_0005987		
http://purl.obolibrary.org/obo/UPHENO_0005987		true	http://purl.obolibrary.org/obo/CL_0000232-abnormalShapeOfPhysicalEntity.tsv	http://purl.obolibrary.org/obo/UPHENO_0088356	
http://purl.obolibrary.org/obo/UPHENO_0005988		true	http://purl.obolibrary.org/obo/UBERON_0003252-abnormalShapeOfPhysicalEntity-http://purl.obolibrary.org/obo/UPHENO_0005988		
http://purl.obolibrary.org/obo/UPHENO_0005988		true	http://purl.obolibrary.org/obo/UBERON_0003252-abnormalShapeOfPhysicalEntity.tsv	http://purl.obolibrary.org/obo/UPHENO_0041409	
http://purl.obolibrary.org/obo/UPHENO_0005992		true	http://purl.obolibrary.org/obo/UBERON_0000948-abnormalShapeOfPhysicalEntity-http://purl.obolibrary.org/obo/UPHENO_0005992		
http://purl.obolibrary.org/obo/UPHENO_0005992		true	http://purl.obolibrary.org/obo/UBERON_0000948-abnormalShapeOfPhysicalEntity.tsv	http://purl.obolibrary.org/obo/UPHENO_0041088	
http://purl.obolibrary.org/obo/UPHENO_0005995		true	http://purl.obolibrary.org/obo/UBERON_0001819-abnormalShapeOfPhysicalEntity-http://purl.obolibrary.org/obo/UPHENO_0005995		
http://purl.obolibrary.org/obo/UPHENO_0005995		true	http://purl.obolibrary.org/obo/UBERON_0001819-abnormalShapeOfPhysicalEntity.tsv	http://purl.obolibrary.org/obo/UPHENO_0041462	
http://purl.obolibrary.org/obo/UPHENO_0005996		true	http://purl.obolibrary.org/obo/UBERON_0001676-abnormalShapeOfPhysicalEntity-http://purl.obolibrary.org/obo/UPHENO_0005996		
http://purl.obolibrary.org/obo/UPHENO_0005996		true	http://purl.obolibrary.org/obo/UBERON_0001676-abnormalShapeOfPhysicalEntity.tsv	http://purl.obolibrary.org/obo/UPHENO_0041172	
http://purl.obolibrary.org/obo/UPHENO_0005998		true	http://purl.obolibrary.org/obo/UBERON_0000964-abnormalShapeOfPhysicalEntity-http://purl.obolibrary.org/obo/UPHENO_0005998		
http://purl.obolibrary.org/obo/UPHENO_0005998		true	http://purl.obolibrary.org/obo/UBERON_0000964-abnormalShapeOfPhysicalEntity.tsv	http://purl.obolibrary.org/obo/UPHENO_0041053	
http://purl.obolibrary.org/obo/UPHENO_0006898		true	http://purl.obolibrary.org/obo/CL_0000178-abnormalCellularComponent.tsv	http://purl.obolibrary.org/obo/UPHENO_0086174	
http://purl.obolibrary.org/obo/UPHENO_0009477		true	http://purl.obolibrary.org/obo/GO_0044464-abnormalAbsenceOfAnatomicalEntity-http://purl.obolibrary.org/obo/UPHENO_0009477		
http://purl.obolibrary.org/obo/UPHENO_0009521		true	http://purl.obolibrary.org/obo/GO_0044424-abnormalAbsenceOfAnatomicalEntity-http://purl.obolibrary.org/obo/UPHENO_0009521		
http://purl.obolibrary.org/obo/UPHENO_0009522		true	http://purl.obolibrary.org/obo/GO_0044422-abnormalAbsenceOfAnatomicalEntity-http://purl.obolibrary.org/obo/UPHENO_0009522		
http://purl.obolibrary.org/obo/UPHENO_0009528		true	http://purl.obolibrary.org/obo/GO_0044430-abnormalAbsenceOfAnatomicalEntity-http://purl.obolibrary.org/obo/UPHENO_0009528		
http://purl.obolibrary.org/obo/UPHENO_0009538		true	http://purl.obolibrary.org/obo/GO_0044446-abnormalAbsenceOfAnatomicalEntity-http://purl.obolibrary.org/obo/UPHENO_0009538		
http://purl.obolibrary.org/obo/UPHENO_0009539		true	http://purl.obolibrary.org/obo/GO_0044444-abnormalAbsenceOfAnatomicalEntity-http://purl.obolibrary.org/obo/UPHENO_0009539		
http://purl.obolibrary.org/obo/UPHENO_0009874		true	http://purl.obolibrary.org/obo/UBERON_2000597-abnormalAbsenceOfAnatomicalEntity-http://purl.obolibrary.org/obo/UPHENO_0009874		
http://purl.obolibrary.org/obo/UPHENO_0010749		true	http://purl.obolibrary.org/obo/CL_0000084-abnormalFunctionalityOfCellularComponent.tsv	http://purl.obolibrary.org/obo/UPHENO_0085622	
http://purl.obolibrary.org/obo/UPHENO_0010750		true	http://purl.obolibrary.org/obo/CL_0000623-abnormalFunctionalityOfCellularComponent.tsv	http://purl.obolibrary.org/obo/UPHENO_0085635	
http://purl.obolibrary.org/obo/UPHENO_0010751		true	http://purl.obolibrary.org/obo/CL_0000233-abnormalFunctionalityOfCellularComponent.tsv	http://purl.obolibrary.org/obo/UPHENO_0085600	
http://purl.obolibrary.org/obo/UPHENO_0010752		true	http://purl.obolibrary.org/obo/GO_0005623-abnormalFunctionalityOfCellularComponent-http://purl.obolibrary.org/obo/UPHENO_0010752		
http://purl.obolibrary.org/obo/UPHENO_0010753		true	http://purl.obolibrary.org/obo/CL_0000236-abnormalFunctionalityOfCellularComponent.tsv	http://purl.obolibrary.org/obo/UPHENO_0085602	
http://purl.obolibrary.org/obo/UPHENO_0012048		true	http://purl.obolibrary.org/obo/NBO_0000214-abnormallyIncreasedRateOfBehavior-http://purl.obolibrary.org/obo/UPHENO_0012048		
http://purl.obolibrary.org/obo/UPHENO_0012048		true	http://purl.obolibrary.org/obo/NBO_0000214-abnormallyIncreasedRateOfBehavior.tsv	http://purl.obolibrary.org/obo/UPHENO_0082820	
http://purl.obolibrary.org/obo/UPHENO_0012049		true	http://purl.obolibrary.org/obo/NBO_0000159-abnormallyIncreasedRateOfBehavior-http://purl.obolibrary.org/obo/UPHENO_0012049		
http://purl.obolibrary.org/obo/UPHENO_0012049		true	http://purl.obolibrary.org/obo/NBO_0000159-abnormallyIncreasedRateOfBehavior.tsv	http://purl.obolibrary.org/obo/UPHENO_0054952	
